timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State229080,632,656,853,939,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
230076,667,682,874,948,1,21,4294967295,33.59,688.60,100.00,0.00,3170.54,1
231072,683,703,881,955,1,21,4294967295,33.59,688.60,100.00,0.00,3170.54,1
232068,682,716,882,959,1,21,4294967295,33.59,688.60,100.00,0.00,3170.54,1
233064,672,723,879,962,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
234060,659,727,874,962,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
235056,645,730,868,963,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
236052,633,732,862,963,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
237048,623,735,858,964,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
238044,613,735,853,962,1,21,4294967295,33.59,688.60,100.00,0.00,3170.54,1
239040,602,736,847,963,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
240036,590,734,842,962,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
241032,579,733,837,961,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
242028,567,731,831,961,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
243024,556,730,826,959,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
244020,547,728,822,958,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
245016,540,728,818,958,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
246012,534,726,813,956,1,21,4294967295,33.59,688.60,100.00,0.00,3170.54,1
247008,529,725,811,956,1,23,4294967295,33.59,688.60,100.00,0.00,3170.54,1
248004,525,725,808,955,1,22,4294967295,33.59,688.60,100.00,0.00,3170.54,1
249000,524,725,806,955,1,23,4294967295,33.59,688.60,100.00,0.00,3170.54,1
249996,523,724,805,953,1,23,4294967295,33.59,688.60,100.00,0.00,3170.54,1
250992,521,724,804,954,1,23,4294967295,33.59,688.60,100.00,0.00,3170.54,1
251988,521,725,802,952,1,23,4294967295,33.59,688.60,100.00,0.00,3170.54,1
252984,520,725,801,953,2,23,4294967295,33.59,688.60,100.00,0.00,3170.54,1
253980,520,725,801,952,1,23,4294967295,33.59,688.60,100.00,0.00,3170.54,1
254976,522,725,801,951,1,24,4294967295,33.59,688.60,100.00,0.00,3170.54,1
255972,522,725,800,951,1,24,4294967295,33.59,688.60,100.00,0.00,3170.54,1
256968,522,725,799,950,1,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
257964,523,725,799,951,1,24,4294967295,33.59,688.60,100.00,0.00,3170.54,1
258960,524,725,800,951,1,25,4294967295,33.59,688.60,100.00,0.00,3170.54,1
259956,526,726,801,951,1,25,4294967295,33.59,688.60,100.00,0.00,3170.54,1
260952,530,727,802,950,1,25,4294967295,33.59,688.60,100.00,0.00,3170.54,1
261948,533,728,803,950,1,27,4294967295,33.59,688.60,100.00,0.00,3170.54,1
262944,537,729,805,951,1,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
263940,540,732,804,951,2,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
264936,543,733,806,951,1,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
265932,546,734,806,952,1,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
266928,548,737,807,952,1,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
267924,551,738,807,952,2,27,4294967295,33.59,688.60,100.00,0.00,3170.54,1
268920,553,739,808,953,1,27,4294967295,33.59,688.60,100.00,0.00,3170.54,1
269916,556,741,809,954,1,28,4294967295,33.59,688.60,100.00,0.00,3170.54,1
270912,557,742,809,954,1,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
271908,556,744,808,954,1,27,4294967295,33.59,688.60,100.00,0.00,3170.54,1
272904,554,744,808,954,2,27,4294967295,33.59,688.60,100.00,0.00,3170.54,1
273900,552,744,807,954,1,26,4294967295,33.59,688.60,100.00,0.00,3170.54,1
274896,549,744,807,954,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
275892,547,744,806,954,1,28,4294967295,33.59,688.60,100.00,0.00,3170.54,1
276888,547,745,805,954,1,28,4294967295,33.59,688.60,100.00,0.00,3170.54,1
277884,547,745,805,954,2,28,4294967295,33.59,688.60,100.00,0.00,3170.54,1
278880,548,747,806,954,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
279876,550,747,807,955,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
280872,553,749,808,955,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
281868,557,751,810,954,1,30,4294967295,33.59,688.60,100.00,0.00,3170.54,1
282864,562,753,812,955,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
283860,567,755,814,956,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
284856,572,757,816,957,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
285852,576,758,818,957,1,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
286848,578,760,819,958,2,29,4294967295,33.59,688.60,100.00,0.00,3170.54,1
